text,zone,label
"Größerer Polizeieinsatz – Feldmoching Am Freitag, 29.09.2023, gegen 21:00 Uhr, wurde der Notruf 110 des Polizeipräsidiums München darüber informiert, dass im Bereich Feldmoching in einer Wohnung eine Frau durch eine Person mit einem Messer bedroht werden würde. Aufgrund dessen wurden sofort mehrere Einsatzkräfte zu der Örtlichkeit geschickt. Die Wohnung konnte lokalisiert werden und wurde schließlich aufgrund der vorliegenden Gesamtumstände durch die Einsatzkräfte geöffnet. In der Wohnung konnte jedoch niemand angetroffen werden. Die Wohnungsinhaberin, als mutmaßlich Geschädigte, kam schließlich während des Einsatzes zu ihrer Wohnung zurück. Die weiteren Ermittlungen ergaben, dass es hier letztendlich zu keiner Straftat gekommen war.",24,3
"Pkw-Fahrer flüchtet vor Polizeikontrolle und fährt in parkende Pkws; eine Person verletzt – Maxvorstadt Am Sonntag, 01.10.2023, gegen 00:30 Uhr, fuhr ein 29-Jähriger mit Wohnsitz in München mit einem Pkw Audi auf der Leopoldstraße stadtauswärts. An der Kreuzung zur Schellingstraße sollte er durch einen polizeilichen Streifenwagen einer allgemeinen Verkehrskontrolle unterzogen werden. Der 29-Jährige ignorierte das Anhaltesignal des Polizeifahrzeugs und bog stattdessen mit stark überhöhter Geschwindigkeit in die Schellingstraße ab. Von dort fuhr er dann in die Arcisstraße und von dieser wiederum in die Zieblandstraße. An der Kreuzung zur Schwindstraße verlor er die Kontrolle über das Fahrzeug und prallte frontal in mehrere geparkte Fahrzeuge. Diese wurden teilweise auf den Gehweg und in eine Mauer geschoben. Nach dem aktuellen Ermittlungsstand wurden insgesamt vier Pkw beschädigt. Der 29-Jährige musste aus dem Audi befreit werden und kam schwer verletzt mit einem Rettungswagen in ein Krankenhaus. Der Gesamtsachschaden wird auf über 70.000.- Euro geschätzt. Die Ermittlungen in diesem Fall, insbesondere wegen Gefährdung des Straßenverkehrs und verbotenem Kraftfahrzeugrennen werden von der Münchner Verkehrspolizei geführt.",3,1
"Vergewaltigung; ein Tatverdächtiger festgenommen – Sendling Am Sonntag, 01.10.2023, gegen 01.50 Uhr, war eine 32-Jährige mit Wohnsitz im Landkreis Fürstenfeldbruck mit einem 28-jährigen Georgier, ohne festen Wohnsitz in Deutschland, auf der Implerstraße unterwegs. Den 28-Jährigen hatte sie in einem Lokal kennengelernt und man hatte dieses mit anderen gemeinsamen Bekannten kurz zuvor verlassen. Auf Höhe des Implerparks schob der 28-Jährige die 32-Jährige dort hinein. Auf einer Parkbank küsste er sie dann gegen ihren Willen, begrabschte sie und kam es in der Folge schließlich, trotz ihrer Gegenwehr, zur Vergewaltigung. Danach konnte sich die 32-Jährige von ihm losreißen und rannte aus dem Park. Sie bat dann vorbeikommende Personen um Hilfe, die sofort die Polizei verständigten. Der 28-Jährige konnte noch in unmittelbarer Nähe des Tatorts festgenommen werden. Die weiteren Ermittlungen in dieser Sache wurden von der Kriminalpolizei des Polizeipräsidiums München übernommen. Diesbezüglich wird nun im Laufe des Tages über die Haftfrage entschieden werden.",7,3
"Verkehrsunfall zwischen zwei Pkw; mehrere Personen verletzt – Freimann Am Samstag, 30.09.2023, gegen 22:30 Uhr, fuhr ein 18-Jähriger mit Wohnsitz in München mit einem Pkw BMW mit hoher Geschwindigkeit auf dem Parkplatz eines Verbrauchermarktes im Euro-Industriepark. Zeitgleich fuhr ein ebenfalls 18-Jähriger mit Wohnsitz in München mit einem Pkw BMW auf dem Parkplatz. Die beiden PKW kreuzten sich, wobei der erstgenannte 18-Jährige die Vorfahrt missachtete. Es kam zum Zusammenstoß der beiden Fahrzeuge. Infolgedessen wurde der verursachende BMW abgeprallt und fuhr direkt in ein Einkaufswagenhäuschen. Im ersten Fahrzeug befanden sich noch ein 20-jähriger Beifahrer mit Wohnsitz in München sowie ein 18-jähriger Mitfahrer mit Wohnsitz in München. Alle drei wurden leicht verletzt. Im zweiten Fahrzeug befanden sich neben dem 18-jährigen Fahrer noch ein 19-jähriger Beifahrer mit Wohnsitz in München sowie eine weitere Person. Der Fahrer und der Beifahrer wurden leicht verletzt. Beide Fahrzeuge wurden stark beschädigt. Der Gesamtschaden beläuft sich auf über 20.000.- Euro. Die weiteren Ermittlungen in diesem Fall führt die Münchner Verkehrspolizei.",12,1
"Staatsschutzrelevantes Delikt – Ramersdorf Am Freitag, 22.09.2023, bemerkte eine 13-Jährige mit Wohnsitz in München im Bereich der Anzinger/Rosenheimer Straße eine Beleidigung einer Frau durch einen bislang unbekannten männlichen Täter mit einer ausländerfeindlichen Äußerung. Sie wies den Täter auf sein problematisches Verhalten hin, woraufhin dieser die 13-Jährige, die eine nordafrikanische Staatsangehörigkeit hat, ebenfalls ausländerfeindlich beleidigte. In der Folge versuchte er mehrfach, sie zu schlagen und traf sie dabei schließlich am Kopf. Die 13-Jährige blieb bei dem Vorfall unverletzt. Der Täter entfernte sich vom Tatort. Ein Zeuge verständigte daraufhin die Polizei. Im Rahmen von intensiven und sofort aufgenommenen Fahndungsmaßnahmen konnte der Täter nicht mehr angetroffen werden. Die ursprünglich beleidigte Frau entfernte sich ebenfalls vor Eintreffen der Polizei. Die Ermittlungen in dieser Sache wurden vom Kriminalfachdezernat 4 (Staatsschutz) des Polizeipräsidium München übernommen. Der Täter wird wie folgt beschrieben: Männlich, kräftig, blaue Augen, bekleidet mit einer schwarzen Jacke und dunkelblauer Jeans Zeugenaufruf: Wer hat in Bezug auf diesen Vorfall im Bereich Anzinger und Rosenheimer Straße Beobachtungen zum Täter machen können? Personen, die hierzu sachdienliche Angaben machen können, werden gebeten, sich mit dem zuständigen Kommissariat 44, Tel. 089/2910-0 oder auch jeder anderen Polizeidienststelle in Verbindung zu setzen.",16,3
"Diebstahl eines Kraftfahrzeugkennzeichens; Festnahme eines Tatverdächtigen – Neuhausen Am Donnerstag, 28.09.2023, gegen 02:00 Uhr, wurde ein Pkw mit osteuropäischer Zulassung einer Kontrolle unterzogen. Bei der Überprüfung des Pkw stellte sich heraus, dass die an dem Fahrzeug angebrachten Kennzeichen in Osteuropa zuvor entwendet worden waren. Der Pkw war nicht zugelassen. Der 23-jährige Fahrer des Pkw ohne festen Wohnsitz in Deutschland wurde vor Ort vorläufig festgenommen. Er wurde auf eine Polizeiinspektion gebracht. Es wurde Anzeige erstattet wegen Urkundenfälschung und des Verstoßes nach dem Pflichtversicherungsgesetz. Nach Benennung eines Zustellungsbevollmächtigten wurde der 23-Jährige wieder entlassen. Das Fahrzeug wurde beschlagnahmt. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 54 (Kfz-Kriminalität) der Münchner Kriminalpolizei.",9,2
"Verkehrsunfall zwischen Fußgängerin und Pkw; eine Person verletzt – Obergiesing Am Donnerstag, 28.09.2023, gegen 20:15 Uhr, befuhr ein 38-Jähriger mit Wohnsitz im Landkreis München die Martin-Luther-Straße in Richtung Kolumbusplatz. Hierzu nutzte er den linken der zwei Fahrstreifen. Zu diesem Zeitpunkt stockte der Verkehr in beide Fahrtrichtungen und beide Fahrspuren waren mit wartenden Fahrzeugen belegt. Auf Höhe Grünspitz wollte ein 15-Jähriger mit Wohnsitz in München die Fahrbahn in Richtung Grünspitz überqueren. Er überquerte die Fahrbahn an ungesicherter Stelle obwohl circa fünfzig Meter weiter eine Fußgängerfurt mit Ampel vorhanden gewesen wäre. Er lief hierbei zwischen den wartenden Fahrzeugen hindurch und betrat unvermittelt den Fahrstreifen, welchen der 38-Jährige nutzte. Es kam zum Zusammenstoß zwischen dem 15-Jährigen und der linken Frontseite des Pkw des 38-Jährigen. Der 15-Jährige wurde in der Folge gegen die Windschutzscheibe des Pkw geschleudert. Er wurde hierbei leicht verletzt und wurde vom Rettungsdienst in ein Krankenhaus gebracht. Der Pkw wurde mittelschwer beschädigt. Die Fahrspuren waren während der Unfallaufnahme in beide Richtungen weiterhin einspurige befahrbar. Es kam zu geringen Verkehrsbeeinträchtigungen. Die weiteren Ermittlungen führt die Münchner Verkehrspolizei.",17,1
"Diebstahl eines E-Scooters; Festnahme von zwei Tatverdächtigen – Bogenhausen Am Mittwoch, 27.09.2023, gegen 23:00 Uhr, wurde der E-Scooter eines 25-Jährigen mit Wohnsitz in München gestohlen, woraufhin er am Folgetag diesbezüglich Anzeige bei einer Polizeidienststelle erstattete. Im Rahmen der weiteren Ermittlungen konnte der E-Scooter mittels GPS geortet werden. Am Freitag, 29.09.2023, gegen 00:00 Uhr, konnten dann an der entsprechenden Örtlichkeit zwei Tatverdächtige, im Alter von 17 Jahren mit Wohnsitzen in München, sowie der entwendete E-Scooter angetroffen werden. Am E-Scooter konnte festgestellt werden, dass das Typenschild und das Kennzeichen zerkratzt und unleserlich gemacht wurden. Die beiden Tatverdächtigen wurden festgenommen und zu einer Polizeidienststelle gebracht. Nach erfolgter Sachbearbeitung wurden bei in die Obhut ihrer Eltern übergeben. Das Kommissariat 54 (Kfz-Kriminalität) der Münchner Kriminalpolizei hat die weiteren Ermittlungen übernommen.",13,2
"Zusammenstoß zwischen Pkw und Leichtkraftrad; zwei Personen verletzt – Sendling Am Donnerstag, 28.09.2023, gegen 18:30 Uhr, fuhr ein 82-Jähriger mit Wohnsitz in München mit einem Pkw Ford auf dem Luise-Kieselbach-Platz. An der Kreuzung zur Albert-Roßhaupter-Straße wollte er geradeaus weiterfahren. Zeitgleich fuhr ein 58-Jähriger mit Wohnsitz in München mit einem Leichtkraftrad auf der Albert-Roßhaupter-Straße. Er wollte an der Kreuzung zum Luise-Kieselbach-Platz geradeaus weiterfahren. Mit auf dem Leichtkraftrad saß eine 56-Jährige mit Wohnsitz in München. An der Kreuzung galt für den 82-Jährigen das Verkehrszeichen 205 „Halt! Vorfahrt gewähren!“. Für den 58-Jährigen galt das Verkehrszeichen 306 „Vorfahrtsstraße“. Beide fuhren zeitgleich in den Kreuzungsbereich ein und es kam zum Zusammenstoß. Dadurch stürzten der 58-Jährige und die 56-Jährige auf die Fahrbahn und wurden verletzt. Beide wurden vom Rettungsdienst in Krankenhäuser gebracht. Der 82-Jährige blieb unverletzt. An den Fahrzeugen entstand Sachschaden von mehreren eintausend Euro. Während der Unfallaufnahme kam es zu keinen Verkehrsbeeinträchtigungen. Die weiteren Ermittlungen führt die Münchner Verkehrspolizei.",7,1
"Verkehrsunfall zwischen Trambahn und Pkw – Schwabing Am Mittwoch, 27.09.2023, gegen 20:00 Uhr, fuhr ein 49-Jähriger mit Wohnsitz in München mit einem Audi Pkw auf der Schwere-Reiter-Straße in Richtung Schleißheimer Straße. An der Einmündung zur Ackermannstraße wollte er nach links in diese einbiegen. Zur gleichen Zeit fuhr ein Straßenbahnfahrer mit Wohnsitz in München mit der Trambahn der Linie 12 auf der Schwere-Reiter-Straße in dieselbe Richtung. An der Einmündung zur Ackermannstraße wollte er weiter geradeaus weiterfahren. Nach derzeitigem Ermittlungsstand fuhr der 49-Jährige bei für ihn geltenden Grünlicht in den Einmündungsbereich ein. Für die Trambahn zeigte zu diesem Zeitpunkt der Signalgeber wohl das Zeichen für Halt. Der Trambahnfahrer fuhr in den Einmündungsbereich ein, in Folge dessen es dort zum Zusammenstoß zwischen der Straßenbahn und dem Pkw kam. Durch diesen Zusammenstoß entgleiste die Trambahn. Es wurde jedoch niemand verletzt. Die Trambahn konnte schließlich durch die Berufsfeuerwehr wieder in die Gleise gezogen werden. Das Trambahngleis sowie der Linksabbiegefahrstreifen der Schwere-Reiter-Straße musste für ca. zwei Stunden gesperrt werden und es kam dadurch zu geringen Verkehrsbeeinträchtigungen. Die Münchner Verkehrspolizei hat die weiteren Ermittlungen übernommen.",12,1
"Pkw-Fahrer entzieht sich Polizeikontrolle und verursacht Verkehrsunfall mit Lkw; eine Person verletzt – Trudering-Riem Am Mittwoch, 27.09.2023, gegen 16:00 Uhr, sollte im Bereich der Stockholm Straße ein 18-Jähriger ohne festen Wohnsitz in Deutschland, welcher mit einem Pkw Toyota fuhr, einer Kontrolle unterzogen werden, nachdem dieser einen gesperrten Bereich befuhr und einen entgegenkommenden Linienbus gefährdet hatte. Als das Anhaltezeichen gegeben wurde, entzog sich der 18-Jährige der Kontrolle indem er mit hoher Geschwindigkeit und unter Missachtung diverser Verkehrsvorschriften (unter anderem Rotlicht) über die Selma-Lagerlöf-Straße, die Willy-Brandt-Allee, den De-Gasperi-Bogen auf die Ottendichler Straße fuhr. An der Anschlussstelle zur A 94 verloren die nachfahrenden Beamten den Pkw kurzzeitig aus den Augen und konnten diesen erst wieder an der Kreuzung Ottendichler Straße/Hofbräuallee feststellen. Hier war der 18-Jährige einem Lkw aufgefahren, welcher auf der Ottendichler Straße fuhr und an der Kreuzung zur Hofbräuallee hielt. Der 18-Jährige flüchtete zu Fuß weiter in Richtung des nahegelegenen Umschlagbahnhofs und konnte hier im Rahmen der Fahndung angetroffen und festgenommen werden. Durch den Zusammenstoß mit dem Lkw wurde die Beifahrerin des 18-Jährigen, eine 15-Jährige mit Wohnsitz in München, leicht verletzt. Sie wurde vom Rettungsdienst in ein Krankenhaus gebracht. Der Pkw sowie der Anhänger des Lkws wurden leicht beschädigt. Im Rahmen der Ermittlungen stellte sich heraus, dass der 18-Jährige unter dem Einfluss von Betäubungsmitteln stand und nicht im Besitz einer gültigen Fahrerlaubnis ist. Der Pkw war durch Unterschlagung abhandengekommen. Der 18-Jährige wurde wegen des unerlaubten Entfernens vom Unfallort, Gefährdung des Straßenverkehrs infolge berauschender Mittel, wegen eines verbotenen Kraftfahrzeugrennens, wegen fahrlässiger Körperverletzung, Unterschlagung sowie Fahrens ohne Fahrerlaubnis angezeigt. Nach Rücksprache mit der Staatsanwaltschaft München I wurde er der Haftanstalt überstellt. Im Laufe des heutigen Tages wird er dem Haftrichter zur Entscheidung über die Untersuchungshaft vorgeführt. Die weiteren Ermittlungen führt die Münchner Verkehrspolizei.",15,1
"Verkehrsunfall zwischen zwei Lkw; zwei Personen verletzt – Sendling Am Mittwoch, 27.09.2023, gegen 10:00 Uhr, fuhr ein 62-Jähriger mit Wohnsitz in Aschaffenburg mit einem Lkw Mercedes die Garmischer Straße in Richtung Sendling. Auf dem Lkw waren mehrere tausend Bierkästen geladen. Vor diesem fuhr ein 41-jähriger Rumäne ohne festen Wohnsitz in Deutschland mit einem Lkw Mercedes, auf welchen der 62-jähirge Lkw-Fahrer aus bislang unbekannter Ursache auffuhr. Infolgedessen lösten sich mehrere volle Bierkästen, welche auf die Fahrbahn stürzten und zerbrachen. Im Anschluss kam es zum Zusammenstoß zwischen dem 62-Jährigen und einer 45-Jährigen mit Wohnsitz im Landkreis Bad Tölz-Wolfratshausen, welche mit einem Pkw Audi auf der linken Fahrspur auf gleicher Höhe fuhr. Bei dem Verkehrsunfall wurden beide Lkw-Fahrer leicht verletzt. Der 62-Jährige musste vom Rettungsdienst in ein Krankenhaus gebracht werden. Die 45-Jährige blieb unverletzt. Der Lkw des 62-Jährigen wurde stark beschädigt. Der Lkw des 41-Jährigen sowie der Pkw der 45-Jährigen wurden leicht beschädigt. Zudem wurde im Verlauf des Unfalls eine Wand der Landeshauptstadt München leicht beschädigt. Der Gesamtschaden beläuft sich auf circa 100.000.- Euro. Während der Unfallaufnahme und der Fahrbahnreinigung musste die Garmischer Straße in Richtung Sendling für circa sechs Stunden komplett gesperrt werden. Auf dem Mittleren Ring kam es zu erheblichen Verkehrsbehinderungen. Die Münchner Verkehrspolizei hat die weiteren Ermittlungen übernommen.",7,1
"Einbruch in Kleingartenanlage – Pasing Am Donnerstag, 28.09.2023, gegen 03:15 Uhr, bekam die Polizei über den Notruf durch einen Zeugen die Mitteilung über eine unberechtigte Person in einer Kleingartenanlage. Vor Ort konnte eine männliche Person angetroffen werden. Zudem wurde durch die eingesetzten Polizeibeamten festgestellt, dass insgesamt zehn Gartenhäuschen gewaltsam geöffnet und durchwühlt worden waren. Der 53-jährige Tatverdächtige ohne festen Wohnsitz in Deutschland wurde festgenommen und wird im Laufe des heutigen Tages dem Haftrichter vorgeführt. Das Kommissariat 52 (Einbruchsdelikte) der Münchner Kriminalpolizei hat die weiteren Ermittlungen übernommen.",21,2
"Sexuelle Belästigung; Festnahme eines Tatverdächtigen – Altstadt Am Donnerstag, 28.09.2023, gegen 01:15 Uhr, befanden sich zwei Frauen im Alter von 20 und 22 Jahren im Bereich des Reichenbachplatzes in einer Trambahn. Zu diesem Zeitpunkt befand sich auch ein 53-Jähriger mit Wohnsitz in München in der Trambahn. Der 53-Jährige setzte sich neben die beiden Frauen und legte seine Hand auf das unbedeckte Knie der 22-Jährigen mit Wohnsitz im Landkreis Passau. Trotz Aufforderung dies zu unterlassen führte er die Hand weiterhin unter das Dirndl am Oberschenkel entlang. Des Weiteren versuchte er der 20-Jährigen mit Wohnsitz im Landkreis Ulm an den Oberschenkel zu fassen. Diese wich der Hand allerdings aus. Sie verständigte daraufhin den Notruf der Polizei. Eine sofort eintreffende Streifenwagenbesatzung konnte den 53-Jährigen noch in der Trambahn festnehmen. Um weitere gleichartige Straftaten zu verhindern, wurde er im Anschluss in Gewahrsam genommen. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 15 (Sexualdelikte) der Münchner Kriminalpolizei.",1,3
"Staatsschutzrelevantes Delikt – Schwabing Am Montag, 25.09.2023, gegen 21:50 Uhr befand sich ein Mitarbeiter einer jüdischen sozialen Einrichtung auf einem Rundgang um die Einrichtung. Dabei konnte er beobachten, wie aus einer Gruppe vermutlich angetrunkener Männer eine Person einen sogenannten Hitlergruß zeigte und eine antisemitische Äußerung rief. Die Taten schienen sich nicht gegen eine bestimmte Person zu richten. Die Personengruppe entfernte sich daraufhin in unbekannte Richtung. Der Mitarbeiter alarmierte den Polizeinotruf 110. Im Rahmen einer sofort eingeleiteten Sofortfahndung konnten die Personen nicht mehr festgestellt werden. Die Ermittlungen in dieser Sache wurden vom Kriminalfachdezernat 4 (Staatsschutz) des Polizeipräsidium München übernommen. Zeugenaufruf: Wer hat in Bezug auf diesen Vorfall im Bereich Kaulbachstraße und Ohmstraße Beobachtungen zum Tatablauf oder zum Täter machen können? Personen, die hierzu sachdienliche Angaben machen können, werden gebeten, sich mit dem zuständigen Kommissariat 44, Tel. 089/2910-0 oder auch jeder anderen Polizeidienststelle in Verbindung zu setzen.",12,3
"Verkehrsunfall zwischen zwei Pkw; eine Person verletzt – Obersendling Am Dienstag, 26.09.2023, gegen 13:40 Uhr, fuhr ein 31-jähriger Rumäne ohne festen Wohnsitz in Deutschland mit einem Pkw Ford vom rechten Fahrbahnrand der Boschetsrieder Straße an um diese weiter Richtung A 95 zu befahren. Zeitgleich fuhr ein 76-Jähriger mit Wohnsitz im Landkreis Fürstenfeldbruck mit einem Pkw VW die Boschetsrieder Straße in selber Richtung. Er befand sich hinter dem Ford. Es kam zum Zusammenstoß zwischen den beiden Pkw. Hierbei wurde der Pkw des 76-Jährigen ausgehebelt und überschlug sich. Der 31-Jährige fuhr nach dem Zusammenstoß gegen einen am rechten Fahrbahnrand geparkten Lkw auf. Der 76-Jährige wurde verletzt und vom Rettungsdienst in ein Krankenhaus gebracht. Der 31-Jährige blieb unverletzt. Beide Pkw wurden stark beschädigt und der Lkw leicht beschädigt. Der Gesamtschaden beläuft sich auf circa 15.000.- Euro. Die Boschetsrieder Straße musste im Bereich der Unfallstelle für circa zwei Stunden komplett gesperrt werden. Der Verkehr wurde abgeleitet. Die weiteren Ermittlungen wurden von der Münchner Verkehrspolizei übernommen. Der 31-Jährige wurde wegen einer fahrlässigen Körperverletzung angezeigt.",19,1
"Fahrradfahrer verstirbt aufgrund Erkrankung – Feldmoching Am Dienstag, 26.09.2023, gegen 11:45 Uhr, fuhr ein über 80-Jähriger mit Wohnsitz in München mit einem Fahrrad die Dülferstraße in Richtung Hasenbergl. Nach den ersten Ermittlungen stürzte er dort aufgrund einer akuten Erkrankung. Zeugen, die den Vorfall mitbekamen, leisteten sofort Erste Hilfe und verständigten den Rettungsdienst. Mitarbeiter des Rettungsdienstes führten vor Ort intensive notfallmedizinische Maßnahmen durch. Der über 80-Jährige musste auch reanimiert werden. Die Reanimation musste erfolglos vor Ort beendet werden und der Fahrradfahrer verstarb. Die Münchner Verkehrspolizei hat die weiteren Ermittlungen zu dem Vorfall übernommen.",24,1
"Versuchter Trickdiebstahl; Festnahme eines Tatverdächtigen – Altstadt Am Dienstag, 26.09.2023, gegen 16:10 Uhr, befand sich ein Mitarbeiter eines Geschäfts vor dem Ladengeschäft. Zu diesem Zeitpunkt wurde er durch eine bislang unbekannte weibliche Person angesprochen um diesen abzulenken. Währenddessen betrat ein 69-Jähriger mit Wohnsitz in Düsseldorf zunächst unbemerkt das Geschäft und machte sich an einem zu diesem Zeitpunkt geöffneten Tresor zu schaffen. Die Tat wurde durch einen Polizeibeamten beobachtet, der sich zufällig in diesem Bereich aufhielt. Er konnte die Person vorläufig festnehmen. Die weibliche Person konnte währenddessen unerkannt flüchten. Der Beamte informierte den Notruf. Die 69-jährige Person wurde zu einer Polizeiinspektion gebracht, wegen des versuchten Diebstahls angezeigt und nach Durchführung der Maßnahmen wieder entlassen. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 65 (Trickbetrug) der Münchner Kriminalpolizei. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Kreuzstraße, Josephspitalstraße, Herzog-Wilhelm-Straße (Lehel) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 65, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",1,2
"Sexuelle Belästigung; Festnahme eines Tatverdächtigen – Hadern Am Dienstag, 26.09.2023, gegen 18:15 Uhr, befand sich eine 17-Jährige mit Wohnsitz in München im Bereich der Guardinistraße als sie an einer Jugendgruppe vorbeiging. Aus dieser Gruppe löste sich ein 16-Jähriger mit Wohnsitz in München, ging auf die 17-Jährige zu und hielt sie fest. Nachdem sie sich befreien konnte und weiterging, lief ihr der 16-Jährige hinterher und fasste ihr ans Gesäß. Des Weiteren beleidigte er sie verbal mit sittlich abwertenden Worten. Die 17-Jährige verständigte den Polizeinotruf. Eine umgehend anfahrende Streife konnte den 16-Jährigen im Nahbereich antreffen und vorläufig festnehmen. Nach erfolgter Anzeigenerstattung und der Sachbearbeitung wurde er wieder entlassen. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 15 der Münchner Kriminalpolizei.",20,3
"Gefährliche Körperverletzung – Ludwigsvorstadt Am Mittwoch, 27.09.2023, gegen 01:00 Uhr, wurde die Einsatzzentrale des Polizeipräsidiums München darüber informiert, dass ein 45-Jähriger (US-amerikanischer Staatsangehörigkeit ohne festen Wohnsitz in Deutschland) aufgrund einer Stichverletzung in ein Krankenhaus gebracht werden müsse. Die verletzte Person befand sich davor in einem Hotel im Bereich der Landwehrstraße. Aufgrund der zunächst unklaren Situation wurden direkt mehrere Polizeistreifen zur Einsatzörtlichkeit geschickt. In dem Hotel konnten zahlreiche Blutspuren aufgefunden werden. Die Spurensicherung der Münchner Kriminalpolizei wurde verständigt und es wurden umfangreiche Spurensicherungsmaßnahmen vor Ort durchgeführt. Im Laufe der Sachverhaltsabklärung stellte sich nach derzeitigem Ermittlungsstand heraus, dass der 45-Jährige sich mit seiner 39-jährigen Ehefrau auf dem Heimweg von dem Oktoberfest befand, als er im Bereich der St.-Pauls-Kirche von zwei bislang unbekannten Männern zunächst angesprochen wurde. Nach einem kurzen Gespräch stach einer der beiden dem 45-Jährigen mit einem spitzen Gegenstand in den Halsbereich. Danach entfernten sich die beiden unbekannten Männer in unbekannte Richtung. Da die Verletzung zunächst als nicht so schwerwiegend angenommen wurde, begaben sich der 45-Jährige und die 39-Jährige in das Hotel. Dort stellten sie fest, dass die Wunde stärker blutete und von Angestellten des Hotels wurde der Rettungsdienst verständigt. Die weiteren Ermittlungen in diesem Fall werden durch das Kommissariat 24 der Münchner Kriminalpolizei geführt. Täterbeschreibung: Zwei Männer davon einer über 1,80 m groß und helle Haut Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Bavariastraße, Pettenkoferstraße, St.-Pauls-Platz, Landwehrstraße (Ludwigsvorstadt) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 24, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",2,3
"Versuchter Einbruch – Ramersdorf Am Mittwoch, 27.09.2023, gegen 01:20 Uhr, konnte ein Anwohner ein klirrendes Geräusch hören und einen bislang unbekannten Täter beobachten, wie dieser vor dem Kellerfenster einer Wohnung in der Nachbarschaft stand. Diese Situation kam ihm verdächtig vor und er verständigte daraufhin den Polizeinotruf 110. Es wurden direkt mehrere Polizeistreifen zur Tatörtlichkeit geschickt. Eine direkt eingeleitete Fahndung brachte keine Hinweise auf den Täter. An der Tatörtlichkeit konnte ein eingeschlagenes Kellerfenster festgestellt werden. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 53 der Münchner Kriminalpolizei. Der Täter wird wie folgt beschrieben: Männlich, ca. 1,75 m groß, bekleidet mit einem schwarzen Kapuzenpullover, schwarzer Baggy-Hose mit weißen Seitenstreifen Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Woferlstraße, Öttlmairstraße, Hötzlring, Ottobrunner Straße (Ramersdorf) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",16,2
"Trickdiebstahl – Maxvorstadt Am Montag, 25.09.2023, gegen 12:45 Uhr, stieg eine über 80-Jährige mit Wohnsitz in München aus einer Trambahn. Sie wurde unterwegs von einer bislang unbekannten Frau angesprochen, welche angab Schmerzen im Knie zu haben. Nach einem kurzen Gespräch ging die über 80-Jährige weiter und traf an der Eingangstür eines Wohnhauses dieselbe unbekannte Frau mit einer weiteren weiblichen Begleitung an. Eine der beiden Frauen begab sich mit der über 80-Jährigen in das Wohnhaus und stieg mit ihr zusammen in den Aufzug. Während der Aufzugfahrt wurde sie von der Unbekannten umarmt und mehrfach geküsst. Anschließend entfernten sich die Frauen. Später bemerkte die über 80-Jährige, das Fehlen ihrer Halskette, welche sie zuvor getragen hatte. Sie verständigte daraufhin den Notruf der Polizei. Das Kommissariat 65 (Trickdiebstahl) hat die weiteren Ermittlungen übernommen. Die Täterinnen werden wie folgt beschrieben: Täterin 1: Weiblich, ca. 30 Jahre alt, ca. 1,60 m groß, schlank, südländisches Erscheinungsbild, sprach slawisch, bekleidet mit einem schwarzen Langarmshirt, schwarzer Steppweste, schwarzer Leggings mit schwarzem Rock darüber Täterin 2: Weiblich, ca. 20 Jahre alt, schlank, schwarze Haare, südländisches Erscheinungsbild, sprach slawisch, bekleidet mit einem schwarzen Oberteil und schwarzer langer Hose Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Barer Straße, Gabelsbergerstraße, Prinz-Ludwig-Straße (Maxvorstadt) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 65, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",3,2
